threshold,net_benefit_model,net_benefit_treat_all,net_benefit_treat_none,n_flagged
0.01,0.08060458853429278,0.08060458853429278,0.0,13998
0.015,0.07593760675020289,0.07593760675020289,0.0,13998
0.019999999999999997,0.07122883443990541,0.07122300270301005,0.0,13994
0.024999999999999998,0.06632632500613642,0.06646004374251266,0.0,13951
0.03,0.06165240100574014,0.06164798211231943,0.0,13796
0.034999999999999996,0.056987785819883965,0.05678605455849725,0.0,13463
0.039999999999999994,0.052513454302995664,0.05187348192598942,0.0,12983
0.045,0.04770651603931451,0.04690946874235586,0.0,12339
0.049999999999999996,0.042994863927929554,0.041893202788368264,0.0,11545
0.05499999999999999,0.038493405331525066,0.03682385465497339,0.0,10651
0.05999999999999999,0.03547923259553797,0.031700577286116874,0.0,9786
0.06499999999999999,0.03221010182508884,0.026522505506898247,0.0,8822
0.06999999999999999,0.029576421823701397,0.02128875553650522,0.0,7971
0.07499999999999998,0.02656943269887977,0.0159984244853512,0.0,7173
0.07999999999999999,0.024298502270510704,0.010650589835815058,0.0,6376
0.08499999999999998,0.02186065612808076,0.005244308905956133,0.0,5753
0.08999999999999998,0.019319086400097978,-0.00022138170445069882,0.0,5099
0.09499999999999999,0.017729841437490283,-0.005747466686243249,0.0,4541
0.09999999999999998,0.016653172675461583,-0.011334952612277918,0.0,4042
0.10499999999999998,0.015395655085602818,-0.016984868548659368,0.0,3544
0.10999999999999997,0.014476385872139046,-0.022698266686573182,0.0,3115
0.11499999999999998,0.01390029084058014,-0.02847622299553687,0.0,2720
0.11999999999999998,0.013199937653431016,-0.034319837898920624,0.0,2370
0.12499999999999997,0.012440552732022946,-0.04023023697262873,0.0,2085
0.12999999999999998,0.011380115057487688,-0.04620857166787373,0.0,1857
0.13499999999999998,0.010745961231455858,-0.0522560200590175,0.0,1651
0.13999999999999999,0.010413447768285835,-0.05837378761750017,0.0,1476
0.145,0.010382853356661646,-0.06456310801292414,0.0,1343
0.15,0.01032500441239505,-0.07082524394241196,0.0,1221
0.155,0.009762172279894591,-0.07716148798940847,0.0,1126
0.15999999999999998,0.008936650814061874,-0.08357316351315491,0.0,1012
0.16499999999999998,0.008231287104316873,-0.09006162557011993,0.0,926
0.16999999999999998,0.00816123473749262,-0.0966282618687351,0.0,854
0.175,0.00783878216368572,-0.10327449375884867,0.0,797
0.18,0.007528950128764041,-0.11000177725737822,0.0,731
0.18499999999999997,0.006854616391298672,-0.11681160411171793,0.0,680
0.18999999999999997,0.006498282823472138,-0.12370550290253102,0.0,628
0.19499999999999998,0.005648988009822168,-0.1306850401876399,0.0,571
0.19999999999999998,0.0055543649092727534,-0.13775182168881267,0.0,529
0.205,0.005024078012941651,-0.14490749352333354,0.0,498
0.20999999999999996,0.00467697917062293,-0.1521537434823419,0.0,468
0.21499999999999997,0.00412570312592427,-0.1594923023580256,0.0,431
0.21999999999999997,0.004029879726407803,-0.16692494532185911,0.0,400
0.22499999999999998,0.003336882227414976,-0.17445349335619373,0.0,368
0.22999999999999998,0.0030004286326618087,-0.18207981474162357,0.0,342
0.235,0.0028598856792800475,-0.1898058266026799,0.0,325
0.23999999999999996,0.002936509726953475,-0.19763349651453962,0.0,299
0.24499999999999997,0.0028031440631537717,-0.20556484417357632,0.0,275
0.24999999999999997,0.002428918416916702,-0.21360194313473355,0.0,254
0.25499999999999995,0.002475904995056821,-0.22174692261885917,0.0,236
0.25999999999999995,0.002226186752547661,-0.230001969393311,0.0,219
0.26499999999999996,0.0023210312843525756,-0.23836932972931987,0.0,208
0.26999999999999996,0.0022664685953179228,-0.24685131143979475,0.0,192
0.27499999999999997,0.001904212917116239,-0.2554502860014485,0.0,177
0.27999999999999997,0.0017502500357193889,-0.26416869076534744,0.0,162
0.285,0.0017235229408397012,-0.2730090312602099,0.0,150
0.29,0.001763833465142908,-0.28197388359302844,0.0,143
0.295,0.0017403702048620932,-0.29106589695184415,0.0,135
0.3,0.0016532974098340575,-0.30028779621578594,0.0,126
